model	score_type	score_value	proteina	proteinb
lightdock	luciferin_score	-14.67072	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-26.50414	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-45.52896	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-62.51077	2UUY_rec	2UUY_lig
lightdock	luciferin_score	18.09607	2UUY_rec	2UUY_lig
lightdock	luciferin_score	16.05252	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.14317	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.25877	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.24668	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.86972	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.61625	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.60819	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.21846	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.21688	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.09273	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.92341	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.37018	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.31789	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.28992	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.31141	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.99216	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.22654	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.2028	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.18112	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.01987	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.94372	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.80075	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.59466	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.51019	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.17757	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.16846	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.1209	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.97913	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.90598	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.78756	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.75477	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.71971	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.62101	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.40674	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.2274	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.97235	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.93526	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.92898	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.65601	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.61816	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.4725	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.18582	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.82267	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.8012	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.41879	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.10858	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.0857	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.07601	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.99402	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.9769	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.61287	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.86362	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.71814	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.82251	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.11618	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.10282	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.43299	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.06908	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-7.05032	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.46283	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.12262	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.63922	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-12.4437	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-16.81524	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-18.87301	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-22.27918	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-22.51608	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-23.10856	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-34.41923	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-36.80073	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-38.58779	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-39.01745	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-58.15623	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-60.39117	2UUY_rec	2UUY_lig
lightdock	luciferin_score	18.43663	2UUY_rec	2UUY_lig
lightdock	luciferin_score	15.53353	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.29942	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.12679	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.09168	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.05631	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.49844	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.41478	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.36212	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.00177	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.80555	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.57686	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.49211	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.34823	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.21743	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.102	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.08044	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.05732	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.05548	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.70943	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.68196	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.23867	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.20396	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.13617	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.7162	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.69335	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.50278	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.39743	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.32523	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.20952	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.19951	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.97947	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.95665	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.94627	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.34986	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.87513	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.44035	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.32609	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.45754	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.45368	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.28723	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.41528	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.37793	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.96132	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.18208	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.44969	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.3221	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.35886	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.0306	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.30341	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.05782	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.37111	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-7.95473	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-8.53682	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.79411	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.24555	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.55429	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-17.12057	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-20.37656	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-21.73013	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-25.84928	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-28.8356	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-42.44863	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-47.27152	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-48.59427	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.73173	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.20668	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.76208	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.18964	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.54789	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.35136	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.20698	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.06906	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.80928	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.58205	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.53916	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.1636	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.82253	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.64624	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.41292	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.99039	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.88632	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.59371	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.58541	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.55283	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.43033	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.17261	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.79725	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.74998	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.74389	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.66173	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.64756	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.38736	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.34887	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.0991	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.44694	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.23532	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.23149	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.22894	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.11779	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.66988	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.44498	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.27422	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.17719	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.98037	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.22468	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.69674	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.20362	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.13194	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.45888	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.11818	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-1.53424	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.69138	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.85957	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.72522	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.10907	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.73026	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.58668	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.2843	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-20.08654	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-27.31995	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.32259	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-37.40863	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-51.19348	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-53.21815	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-54.01292	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-55.64885	2UUY_rec	2UUY_lig
lightdock	luciferin_score	16.36056	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.67453	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.90851	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.74957	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.51259	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.36748	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.18425	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.07705	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.667	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.20572	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.19987	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.84926	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.61541	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.35501	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.04099	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.96861	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.8676	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.55214	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.48017	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.26965	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.19173	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.98993	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.80051	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.59724	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.43797	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.34442	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.2679	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.2196	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.08578	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.83255	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.34769	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.30734	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.86967	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.84174	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.76924	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.74439	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.63152	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.59811	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.29088	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.10994	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.95434	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.10372	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.84612	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.3849	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.99971	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.81218	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.24051	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.71752	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.29299	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.36733	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.4674	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.96231	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.69243	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-8.16098	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.64706	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-13.00819	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.35386	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-15.46111	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-17.33356	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-19.92039	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-27.00297	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.4164	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.53091	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.66402	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-39.55508	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-41.4409	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-42.99552	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-55.22174	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-59.39504	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-61.50997	2UUY_rec	2UUY_lig
lightdock	luciferin_score	19.09634	2UUY_rec	2UUY_lig
lightdock	luciferin_score	18.45122	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.2982	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.41061	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.09758	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.67768	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.46668	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.16449	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.13798	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.0161	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.91676	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.73047	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.41056	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.20871	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.45224	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.39784	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.29367	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.1089	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.98908	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.84986	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.75202	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.6419	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.62827	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.44333	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.29615	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.05653	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.02287	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.88426	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.7305	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.68756	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.6143	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.50994	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.41237	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.40503	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.32954	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.10387	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.05355	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.8346	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.41906	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.96318	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.48536	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.12524	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.07177	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.93886	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.92878	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.54901	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.53372	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.48825	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.91604	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.9041	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.94976	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.36167	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.19294	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.79402	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-1.33551	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.57343	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.69838	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-8.44841	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.13827	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-17.02904	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-24.33359	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-29.30539	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-74.38731	2UUY_rec	2UUY_lig
lightdock	luciferin_score	18.36419	2UUY_rec	2UUY_lig
lightdock	luciferin_score	15.77728	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.96385	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.91237	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.81803	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.35217	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.24139	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.18753	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.79594	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.52334	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.96616	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.96203	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.89061	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.79936	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.47577	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.98036	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.85567	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.65489	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.63235	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.22819	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.05306	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.72633	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.42363	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.93407	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.68163	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.90334	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.00135	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.98816	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.48555	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.30234	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.24864	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.00003	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.42543	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.23056	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.07559	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.75294	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.54596	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.76413	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.96836	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.69626	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.81963	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.89185	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-1.30866	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.39967	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.6734	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.12591	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.76381	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.28568	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.43406	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.3785	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-12.99532	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-13.25459	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.42333	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.63044	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.77004	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-16.30933	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-18.52909	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-19.5181	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-27.57216	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-29.6865	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-34.32516	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-34.76697	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-45.66622	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-56.53794	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-57.62154	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-59.5954	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-84.00258	2UUY_rec	2UUY_lig
lightdock	luciferin_score	19.20388	2UUY_rec	2UUY_lig
lightdock	luciferin_score	17.11875	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.6864	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.25554	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.08017	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.00742	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.37454	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.98476	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.9613	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.77168	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.61927	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.58029	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.52671	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.0143	2UUY_rec	2UUY_lig
