model	score_type	score_value	proteinA	proteinB	swarm	cluster_id	cluster_pop	source
lightdock	luciferin_score	7.0876	2UUY_rec	2UUY_lig	swarm_136	33.0	1.0	
lightdock	luciferin_score	6.96208	2UUY_rec	2UUY_lig	swarm_136	34.0	3.0	
lightdock	luciferin_score	6.78058	2UUY_rec	2UUY_lig	swarm_136	35.0	3.0	
lightdock	luciferin_score	6.70052	2UUY_rec	2UUY_lig	swarm_136	36.0	1.0	
lightdock	luciferin_score	6.45513	2UUY_rec	2UUY_lig	swarm_136	37.0	1.0	
lightdock	luciferin_score	6.38732	2UUY_rec	2UUY_lig	swarm_136	38.0	3.0	
lightdock	luciferin_score	6.38038	2UUY_rec	2UUY_lig	swarm_136	39.0	1.0	
lightdock	luciferin_score	6.22953	2UUY_rec	2UUY_lig	swarm_136	40.0	2.0	
lightdock	luciferin_score	6.0986	2UUY_rec	2UUY_lig	swarm_136	41.0	3.0	
lightdock	luciferin_score	5.87413	2UUY_rec	2UUY_lig	swarm_136	42.0	2.0	
lightdock	luciferin_score	5.81046	2UUY_rec	2UUY_lig	swarm_136	43.0	4.0	
lightdock	luciferin_score	5.7779	2UUY_rec	2UUY_lig	swarm_136	44.0	1.0	
lightdock	luciferin_score	3.23556	2UUY_rec	2UUY_lig	swarm_136	45.0	3.0	
lightdock	luciferin_score	2.46391	2UUY_rec	2UUY_lig	swarm_136	46.0	1.0	
lightdock	luciferin_score	-0.44003	2UUY_rec	2UUY_lig	swarm_136	47.0	1.0	
lightdock	luciferin_score	-0.91583	2UUY_rec	2UUY_lig	swarm_136	48.0	7.0	
lightdock	luciferin_score	-0.92891	2UUY_rec	2UUY_lig	swarm_136	49.0	6.0	
lightdock	luciferin_score	-1.62087	2UUY_rec	2UUY_lig	swarm_136	50.0	3.0	
lightdock	luciferin_score	-6.05658	2UUY_rec	2UUY_lig	swarm_136	51.0	4.0	
lightdock	luciferin_score	-6.83131	2UUY_rec	2UUY_lig	swarm_136	52.0	2.0	
lightdock	luciferin_score	-11.14399	2UUY_rec	2UUY_lig	swarm_136	53.0	1.0	
lightdock	luciferin_score	-13.55192	2UUY_rec	2UUY_lig	swarm_136	54.0	1.0	
lightdock	luciferin_score	-14.65371	2UUY_rec	2UUY_lig	swarm_136	55.0	1.0	
lightdock	luciferin_score	-27.71407	2UUY_rec	2UUY_lig	swarm_136	56.0	2.0	
lightdock	luciferin_score	-39.27245	2UUY_rec	2UUY_lig	swarm_136	57.0	2.0	
lightdock	luciferin_score	-41.54688	2UUY_rec	2UUY_lig	swarm_136	58.0	1.0	
lightdock	luciferin_score	-41.93898	2UUY_rec	2UUY_lig	swarm_136	59.0	1.0	
lightdock	luciferin_score	-44.41124	2UUY_rec	2UUY_lig	swarm_136	60.0	1.0	
lightdock	luciferin_score	-46.16347	2UUY_rec	2UUY_lig	swarm_136	61.0	1.0	
lightdock	luciferin_score	-56.6192	2UUY_rec	2UUY_lig	swarm_136	62.0	1.0	
lightdock	luciferin_score	18.80048	2UUY_rec	2UUY_lig	swarm_137	0.0	6.0	
lightdock	luciferin_score	14.69461	2UUY_rec	2UUY_lig	swarm_137	1.0	2.0	
lightdock	luciferin_score	14.68539	2UUY_rec	2UUY_lig	swarm_137	2.0	3.0	
lightdock	luciferin_score	14.24947	2UUY_rec	2UUY_lig	swarm_137	3.0	2.0	
lightdock	luciferin_score	13.71956	2UUY_rec	2UUY_lig	swarm_137	4.0	6.0	
lightdock	luciferin_score	13.64601	2UUY_rec	2UUY_lig	swarm_137	5.0	4.0	
lightdock	luciferin_score	13.12395	2UUY_rec	2UUY_lig	swarm_137	6.0	3.0	
lightdock	luciferin_score	13.08726	2UUY_rec	2UUY_lig	swarm_137	7.0	5.0	
lightdock	luciferin_score	13.08188	2UUY_rec	2UUY_lig	swarm_137	8.0	2.0	
lightdock	luciferin_score	13.02851	2UUY_rec	2UUY_lig	swarm_137	9.0	7.0	
lightdock	luciferin_score	12.56228	2UUY_rec	2UUY_lig	swarm_137	10.0	10.0	
lightdock	luciferin_score	12.36528	2UUY_rec	2UUY_lig	swarm_137	11.0	8.0	
lightdock	luciferin_score	12.31163	2UUY_rec	2UUY_lig	swarm_137	12.0	4.0	
lightdock	luciferin_score	11.00565	2UUY_rec	2UUY_lig	swarm_137	13.0	2.0	
lightdock	luciferin_score	10.88807	2UUY_rec	2UUY_lig	swarm_137	14.0	1.0	
lightdock	luciferin_score	10.72958	2UUY_rec	2UUY_lig	swarm_137	15.0	6.0	
lightdock	luciferin_score	10.43984	2UUY_rec	2UUY_lig	swarm_137	16.0	2.0	
lightdock	luciferin_score	10.20698	2UUY_rec	2UUY_lig	swarm_137	17.0	4.0	
lightdock	luciferin_score	10.1411	2UUY_rec	2UUY_lig	swarm_137	18.0	5.0	
lightdock	luciferin_score	10.12092	2UUY_rec	2UUY_lig	swarm_137	19.0	3.0	
lightdock	luciferin_score	9.53216	2UUY_rec	2UUY_lig	swarm_137	20.0	4.0	
lightdock	luciferin_score	9.33899	2UUY_rec	2UUY_lig	swarm_137	21.0	2.0	
lightdock	luciferin_score	9.28148	2UUY_rec	2UUY_lig	swarm_137	22.0	2.0	
lightdock	luciferin_score	9.23777	2UUY_rec	2UUY_lig	swarm_137	23.0	3.0	
lightdock	luciferin_score	9.21775	2UUY_rec	2UUY_lig	swarm_137	24.0	1.0	
lightdock	luciferin_score	8.92157	2UUY_rec	2UUY_lig	swarm_137	25.0	2.0	
lightdock	luciferin_score	8.89044	2UUY_rec	2UUY_lig	swarm_137	26.0	9.0	
lightdock	luciferin_score	8.79423	2UUY_rec	2UUY_lig	swarm_137	27.0	1.0	
lightdock	luciferin_score	8.7581	2UUY_rec	2UUY_lig	swarm_137	28.0	7.0	
lightdock	luciferin_score	8.707	2UUY_rec	2UUY_lig	swarm_137	29.0	2.0	
lightdock	luciferin_score	8.6457	2UUY_rec	2UUY_lig	swarm_137	30.0	1.0	
lightdock	luciferin_score	8.58689	2UUY_rec	2UUY_lig	swarm_137	31.0	3.0	
lightdock	luciferin_score	8.10515	2UUY_rec	2UUY_lig	swarm_137	32.0	1.0	
lightdock	luciferin_score	8.02176	2UUY_rec	2UUY_lig	swarm_137	33.0	2.0	
lightdock	luciferin_score	7.79163	2UUY_rec	2UUY_lig	swarm_137	34.0	1.0	
lightdock	luciferin_score	7.71405	2UUY_rec	2UUY_lig	swarm_137	35.0	1.0	
lightdock	luciferin_score	7.59272	2UUY_rec	2UUY_lig	swarm_137	36.0	1.0	
lightdock	luciferin_score	7.49271	2UUY_rec	2UUY_lig	swarm_137	37.0	1.0	
lightdock	luciferin_score	7.22034	2UUY_rec	2UUY_lig	swarm_137	38.0	4.0	
lightdock	luciferin_score	7.17831	2UUY_rec	2UUY_lig	swarm_137	39.0	4.0	
lightdock	luciferin_score	6.94024	2UUY_rec	2UUY_lig	swarm_137	40.0	1.0	
lightdock	luciferin_score	6.7145	2UUY_rec	2UUY_lig	swarm_137	41.0	7.0	
lightdock	luciferin_score	6.64291	2UUY_rec	2UUY_lig	swarm_137	42.0	1.0	
lightdock	luciferin_score	5.51161	2UUY_rec	2UUY_lig	swarm_137	43.0	1.0	
lightdock	luciferin_score	5.03629	2UUY_rec	2UUY_lig	swarm_137	44.0	2.0	
lightdock	luciferin_score	2.6289	2UUY_rec	2UUY_lig	swarm_137	45.0	1.0	
lightdock	luciferin_score	2.3154	2UUY_rec	2UUY_lig	swarm_137	46.0	1.0	
lightdock	luciferin_score	1.76407	2UUY_rec	2UUY_lig	swarm_137	47.0	2.0	
lightdock	luciferin_score	1.62766	2UUY_rec	2UUY_lig	swarm_137	48.0	1.0	
lightdock	luciferin_score	0.12356	2UUY_rec	2UUY_lig	swarm_137	49.0	1.0	
lightdock	luciferin_score	-0.62925	2UUY_rec	2UUY_lig	swarm_137	50.0	5.0	
lightdock	luciferin_score	-3.35588	2UUY_rec	2UUY_lig	swarm_137	51.0	1.0	
lightdock	luciferin_score	-3.64327	2UUY_rec	2UUY_lig	swarm_137	52.0	2.0	
lightdock	luciferin_score	-4.30447	2UUY_rec	2UUY_lig	swarm_137	53.0	1.0	
lightdock	luciferin_score	-5.6697	2UUY_rec	2UUY_lig	swarm_137	54.0	1.0	
lightdock	luciferin_score	-5.74233	2UUY_rec	2UUY_lig	swarm_137	55.0	1.0	
lightdock	luciferin_score	-8.41708	2UUY_rec	2UUY_lig	swarm_137	56.0	1.0	
lightdock	luciferin_score	-11.17544	2UUY_rec	2UUY_lig	swarm_137	57.0	1.0	
lightdock	luciferin_score	-12.22856	2UUY_rec	2UUY_lig	swarm_137	58.0	1.0	
lightdock	luciferin_score	-13.76069	2UUY_rec	2UUY_lig	swarm_137	59.0	1.0	
lightdock	luciferin_score	-14.59958	2UUY_rec	2UUY_lig	swarm_137	60.0	1.0	
lightdock	luciferin_score	-16.63419	2UUY_rec	2UUY_lig	swarm_137	61.0	3.0	
lightdock	luciferin_score	-18.35139	2UUY_rec	2UUY_lig	swarm_137	62.0	4.0	
lightdock	luciferin_score	-20.38903	2UUY_rec	2UUY_lig	swarm_137	63.0	1.0	
lightdock	luciferin_score	-20.39533	2UUY_rec	2UUY_lig	swarm_137	64.0	1.0	
lightdock	luciferin_score	-21.8428	2UUY_rec	2UUY_lig	swarm_137	65.0	3.0	
lightdock	luciferin_score	-24.74941	2UUY_rec	2UUY_lig	swarm_137	66.0	1.0	
lightdock	luciferin_score	-26.16678	2UUY_rec	2UUY_lig	swarm_137	67.0	1.0	
lightdock	luciferin_score	-33.61383	2UUY_rec	2UUY_lig	swarm_137	68.0	2.0	
lightdock	luciferin_score	-34.06435	2UUY_rec	2UUY_lig	swarm_137	69.0	6.0	
lightdock	luciferin_score	-34.6006	2UUY_rec	2UUY_lig	swarm_137	70.0	1.0	
lightdock	luciferin_score	-40.20698	2UUY_rec	2UUY_lig	swarm_137	71.0	2.0	
lightdock	luciferin_score	-43.35681	2UUY_rec	2UUY_lig	swarm_137	72.0	1.0	
lightdock	luciferin_score	-44.46466	2UUY_rec	2UUY_lig	swarm_137	73.0	1.0	
lightdock	luciferin_score	-53.90252	2UUY_rec	2UUY_lig	swarm_137	74.0	1.0	
lightdock	luciferin_score	-78.0433	2UUY_rec	2UUY_lig	swarm_137	75.0	1.0	
lightdock	luciferin_score	18.22757	2UUY_rec	2UUY_lig	swarm_138	0.0	6.0	
lightdock	luciferin_score	15.65784	2UUY_rec	2UUY_lig	swarm_138	1.0	9.0	
lightdock	luciferin_score	14.44614	2UUY_rec	2UUY_lig	swarm_138	2.0	6.0	
lightdock	luciferin_score	13.89606	2UUY_rec	2UUY_lig	swarm_138	3.0	2.0	
lightdock	luciferin_score	13.37489	2UUY_rec	2UUY_lig	swarm_138	4.0	2.0	
lightdock	luciferin_score	13.08468	2UUY_rec	2UUY_lig	swarm_138	5.0	4.0	
lightdock	luciferin_score	12.66883	2UUY_rec	2UUY_lig	swarm_138	6.0	1.0	
lightdock	luciferin_score	12.54654	2UUY_rec	2UUY_lig	swarm_138	7.0	4.0	
lightdock	luciferin_score	12.37489	2UUY_rec	2UUY_lig	swarm_138	8.0	3.0	
lightdock	luciferin_score	12.31564	2UUY_rec	2UUY_lig	swarm_138	9.0	19.0	
lightdock	luciferin_score	12.24072	2UUY_rec	2UUY_lig	swarm_138	10.0	5.0	
lightdock	luciferin_score	12.2288	2UUY_rec	2UUY_lig	swarm_138	11.0	4.0	
lightdock	luciferin_score	12.17384	2UUY_rec	2UUY_lig	swarm_138	12.0	15.0	
lightdock	luciferin_score	11.85824	2UUY_rec	2UUY_lig	swarm_138	13.0	7.0	
lightdock	luciferin_score	11.26629	2UUY_rec	2UUY_lig	swarm_138	14.0	5.0	
lightdock	luciferin_score	11.05232	2UUY_rec	2UUY_lig	swarm_138	15.0	3.0	
lightdock	luciferin_score	10.8843	2UUY_rec	2UUY_lig	swarm_138	16.0	6.0	
lightdock	luciferin_score	10.85241	2UUY_rec	2UUY_lig	swarm_138	17.0	6.0	
lightdock	luciferin_score	10.7614	2UUY_rec	2UUY_lig	swarm_138	18.0	5.0	
lightdock	luciferin_score	9.94651	2UUY_rec	2UUY_lig	swarm_138	19.0	8.0	
lightdock	luciferin_score	9.81935	2UUY_rec	2UUY_lig	swarm_138	20.0	1.0	
lightdock	luciferin_score	9.8013	2UUY_rec	2UUY_lig	swarm_138	21.0	4.0	
lightdock	luciferin_score	9.6987	2UUY_rec	2UUY_lig	swarm_138	22.0	9.0	
lightdock	luciferin_score	9.30786	2UUY_rec	2UUY_lig	swarm_138	23.0	1.0	
lightdock	luciferin_score	9.19941	2UUY_rec	2UUY_lig	swarm_138	24.0	2.0	
lightdock	luciferin_score	8.69883	2UUY_rec	2UUY_lig	swarm_138	25.0	2.0	
lightdock	luciferin_score	8.22166	2UUY_rec	2UUY_lig	swarm_138	26.0	2.0	
lightdock	luciferin_score	8.19774	2UUY_rec	2UUY_lig	swarm_138	27.0	1.0	
lightdock	luciferin_score	8.09358	2UUY_rec	2UUY_lig	swarm_138	28.0	2.0	
lightdock	luciferin_score	8.06347	2UUY_rec	2UUY_lig	swarm_138	29.0	2.0	
lightdock	luciferin_score	7.93146	2UUY_rec	2UUY_lig	swarm_138	30.0	1.0	
lightdock	luciferin_score	7.92651	2UUY_rec	2UUY_lig	swarm_138	31.0	1.0	
lightdock	luciferin_score	7.90895	2UUY_rec	2UUY_lig	swarm_138	32.0	3.0	
lightdock	luciferin_score	7.80772	2UUY_rec	2UUY_lig	swarm_138	33.0	2.0	
lightdock	luciferin_score	7.80205	2UUY_rec	2UUY_lig	swarm_138	34.0	1.0	
lightdock	luciferin_score	7.56757	2UUY_rec	2UUY_lig	swarm_138	35.0	5.0	
lightdock	luciferin_score	7.53214	2UUY_rec	2UUY_lig	swarm_138	36.0	2.0	
lightdock	luciferin_score	7.49462	2UUY_rec	2UUY_lig	swarm_138	37.0	1.0	
lightdock	luciferin_score	7.30126	2UUY_rec	2UUY_lig	swarm_138	38.0	1.0	
lightdock	luciferin_score	7.12599	2UUY_rec	2UUY_lig	swarm_138	39.0	3.0	
lightdock	luciferin_score	6.96415	2UUY_rec	2UUY_lig	swarm_138	40.0	2.0	
lightdock	luciferin_score	6.92031	2UUY_rec	2UUY_lig	swarm_138	41.0	2.0	
lightdock	luciferin_score	6.68901	2UUY_rec	2UUY_lig	swarm_138	42.0	1.0	
lightdock	luciferin_score	6.6009	2UUY_rec	2UUY_lig	swarm_138	43.0	1.0	
lightdock	luciferin_score	6.39898	2UUY_rec	2UUY_lig	swarm_138	44.0	1.0	
lightdock	luciferin_score	5.78194	2UUY_rec	2UUY_lig	swarm_138	45.0	2.0	
lightdock	luciferin_score	5.53256	2UUY_rec	2UUY_lig	swarm_138	46.0	1.0	
lightdock	luciferin_score	5.30381	2UUY_rec	2UUY_lig	swarm_138	47.0	2.0	
lightdock	luciferin_score	4.91765	2UUY_rec	2UUY_lig	swarm_138	48.0	1.0	
lightdock	luciferin_score	2.91214	2UUY_rec	2UUY_lig	swarm_138	49.0	1.0	
lightdock	luciferin_score	1.98362	2UUY_rec	2UUY_lig	swarm_138	50.0	9.0	
lightdock	luciferin_score	1.23204	2UUY_rec	2UUY_lig	swarm_138	51.0	1.0	
lightdock	luciferin_score	-1.07619	2UUY_rec	2UUY_lig	swarm_138	52.0	4.0	
lightdock	luciferin_score	-1.92494	2UUY_rec	2UUY_lig	swarm_138	53.0	1.0	
lightdock	luciferin_score	-14.68477	2UUY_rec	2UUY_lig	swarm_138	54.0	1.0	
lightdock	luciferin_score	-36.63197	2UUY_rec	2UUY_lig	swarm_138	55.0	2.0	
lightdock	luciferin_score	-37.04938	2UUY_rec	2UUY_lig	swarm_138	56.0	1.0	
lightdock	luciferin_score	-49.15345	2UUY_rec	2UUY_lig	swarm_138	57.0	1.0	
lightdock	luciferin_score	22.50224	2UUY_rec	2UUY_lig	swarm_139	0.0	1.0	
lightdock	luciferin_score	22.01021	2UUY_rec	2UUY_lig	swarm_139	1.0	6.0	
lightdock	luciferin_score	20.3249	2UUY_rec	2UUY_lig	swarm_139	2.0	10.0	
lightdock	luciferin_score	20.14541	2UUY_rec	2UUY_lig	swarm_139	3.0	1.0	
lightdock	luciferin_score	19.47678	2UUY_rec	2UUY_lig	swarm_139	4.0	5.0	
lightdock	luciferin_score	19.28396	2UUY_rec	2UUY_lig	swarm_139	5.0	8.0	
lightdock	luciferin_score	17.10171	2UUY_rec	2UUY_lig	swarm_139	6.0	4.0	
lightdock	luciferin_score	15.82859	2UUY_rec	2UUY_lig	swarm_139	7.0	5.0	
lightdock	luciferin_score	15.07308	2UUY_rec	2UUY_lig	swarm_139	8.0	2.0	
lightdock	luciferin_score	13.54301	2UUY_rec	2UUY_lig	swarm_139	9.0	5.0	
lightdock	luciferin_score	13.43564	2UUY_rec	2UUY_lig	swarm_139	10.0	4.0	
lightdock	luciferin_score	12.91611	2UUY_rec	2UUY_lig	swarm_139	11.0	6.0	
lightdock	luciferin_score	12.80384	2UUY_rec	2UUY_lig	swarm_139	12.0	6.0	
lightdock	luciferin_score	12.47127	2UUY_rec	2UUY_lig	swarm_139	13.0	9.0	
lightdock	luciferin_score	12.35518	2UUY_rec	2UUY_lig	swarm_139	14.0	5.0	
lightdock	luciferin_score	11.88779	2UUY_rec	2UUY_lig	swarm_139	15.0	5.0	
lightdock	luciferin_score	11.46942	2UUY_rec	2UUY_lig	swarm_139	16.0	2.0	
lightdock	luciferin_score	11.34844	2UUY_rec	2UUY_lig	swarm_139	17.0	4.0	
lightdock	luciferin_score	11.29406	2UUY_rec	2UUY_lig	swarm_139	18.0	3.0	
lightdock	luciferin_score	10.95298	2UUY_rec	2UUY_lig	swarm_139	19.0	2.0	
lightdock	luciferin_score	10.28975	2UUY_rec	2UUY_lig	swarm_139	20.0	4.0	
lightdock	luciferin_score	10.2849	2UUY_rec	2UUY_lig	swarm_139	21.0	2.0	
lightdock	luciferin_score	10.25012	2UUY_rec	2UUY_lig	swarm_139	22.0	3.0	
lightdock	luciferin_score	10.14436	2UUY_rec	2UUY_lig	swarm_139	23.0	2.0	
lightdock	luciferin_score	10.08609	2UUY_rec	2UUY_lig	swarm_139	24.0	1.0	
lightdock	luciferin_score	9.5491	2UUY_rec	2UUY_lig	swarm_139	25.0	4.0	
lightdock	luciferin_score	9.33412	2UUY_rec	2UUY_lig	swarm_139	26.0	1.0	
lightdock	luciferin_score	9.2945	2UUY_rec	2UUY_lig	swarm_139	27.0	4.0	
lightdock	luciferin_score	9.21253	2UUY_rec	2UUY_lig	swarm_139	28.0	4.0	
lightdock	luciferin_score	8.91426	2UUY_rec	2UUY_lig	swarm_139	29.0	5.0	
lightdock	luciferin_score	8.85247	2UUY_rec	2UUY_lig	swarm_139	30.0	5.0	
lightdock	luciferin_score	8.8211	2UUY_rec	2UUY_lig	swarm_139	31.0	3.0	
lightdock	luciferin_score	8.70438	2UUY_rec	2UUY_lig	swarm_139	32.0	5.0	
lightdock	luciferin_score	8.65802	2UUY_rec	2UUY_lig	swarm_139	33.0	4.0	
lightdock	luciferin_score	8.51249	2UUY_rec	2UUY_lig	swarm_139	34.0	1.0	
lightdock	luciferin_score	8.42885	2UUY_rec	2UUY_lig	swarm_139	35.0	3.0	
lightdock	luciferin_score	8.18279	2UUY_rec	2UUY_lig	swarm_139	36.0	2.0	
lightdock	luciferin_score	8.00913	2UUY_rec	2UUY_lig	swarm_139	37.0	2.0	
lightdock	luciferin_score	7.88378	2UUY_rec	2UUY_lig	swarm_139	38.0	1.0	
lightdock	luciferin_score	7.74167	2UUY_rec	2UUY_lig	swarm_139	39.0	4.0	
lightdock	luciferin_score	6.96112	2UUY_rec	2UUY_lig	swarm_139	40.0	1.0	
lightdock	luciferin_score	6.9449	2UUY_rec	2UUY_lig	swarm_139	41.0	1.0	
lightdock	luciferin_score	6.64151	2UUY_rec	2UUY_lig	swarm_139	42.0	1.0	
lightdock	luciferin_score	6.61373	2UUY_rec	2UUY_lig	swarm_139	43.0	1.0	
lightdock	luciferin_score	6.26055	2UUY_rec	2UUY_lig	swarm_139	44.0	1.0	
lightdock	luciferin_score	5.77438	2UUY_rec	2UUY_lig	swarm_139	45.0	1.0	
lightdock	luciferin_score	5.20234	2UUY_rec	2UUY_lig	swarm_139	46.0	1.0	
lightdock	luciferin_score	5.15286	2UUY_rec	2UUY_lig	swarm_139	47.0	1.0	
lightdock	luciferin_score	5.02194	2UUY_rec	2UUY_lig	swarm_139	48.0	2.0	
lightdock	luciferin_score	4.66924	2UUY_rec	2UUY_lig	swarm_139	49.0	3.0	
lightdock	luciferin_score	4.38117	2UUY_rec	2UUY_lig	swarm_139	50.0	1.0	
lightdock	luciferin_score	3.77366	2UUY_rec	2UUY_lig	swarm_139	51.0	1.0	
lightdock	luciferin_score	2.45628	2UUY_rec	2UUY_lig	swarm_139	52.0	1.0	
lightdock	luciferin_score	-0.06606	2UUY_rec	2UUY_lig	swarm_139	53.0	2.0	
lightdock	luciferin_score	-1.83048	2UUY_rec	2UUY_lig	swarm_139	54.0	1.0	
lightdock	luciferin_score	-3.39142	2UUY_rec	2UUY_lig	swarm_139	55.0	1.0	
lightdock	luciferin_score	-4.07103	2UUY_rec	2UUY_lig	swarm_139	56.0	1.0	
lightdock	luciferin_score	-4.75712	2UUY_rec	2UUY_lig	swarm_139	57.0	9.0	
lightdock	luciferin_score	-7.12934	2UUY_rec	2UUY_lig	swarm_139	58.0	2.0	
lightdock	luciferin_score	-8.28423	2UUY_rec	2UUY_lig	swarm_139	59.0	1.0	
lightdock	luciferin_score	-13.84514	2UUY_rec	2UUY_lig	swarm_139	60.0	1.0	
lightdock	luciferin_score	-14.48874	2UUY_rec	2UUY_lig	swarm_139	61.0	1.0	
lightdock	luciferin_score	-19.02811	2UUY_rec	2UUY_lig	swarm_139	62.0	1.0	
lightdock	luciferin_score	-22.9219	2UUY_rec	2UUY_lig	swarm_139	63.0	2.0	
lightdock	luciferin_score	-26.21943	2UUY_rec	2UUY_lig	swarm_139	64.0	1.0	
lightdock	luciferin_score	-26.31083	2UUY_rec	2UUY_lig	swarm_139	65.0	1.0	
lightdock	luciferin_score	-30.30612	2UUY_rec	2UUY_lig	swarm_139	66.0	5.0	
lightdock	luciferin_score	-45.66482	2UUY_rec	2UUY_lig	swarm_139	67.0	1.0	
lightdock	luciferin_score	-45.81362	2UUY_rec	2UUY_lig	swarm_139	68.0	1.0	
lightdock	luciferin_score	15.69867	2UUY_rec	2UUY_lig	swarm_14	0.0	6.0	
lightdock	luciferin_score	15.32207	2UUY_rec	2UUY_lig	swarm_14	1.0	4.0	
lightdock	luciferin_score	14.94317	2UUY_rec	2UUY_lig	swarm_14	2.0	11.0	
lightdock	luciferin_score	14.59929	2UUY_rec	2UUY_lig	swarm_14	3.0	3.0	
lightdock	luciferin_score	12.74029	2UUY_rec	2UUY_lig	swarm_14	4.0	6.0	
lightdock	luciferin_score	12.64165	2UUY_rec	2UUY_lig	swarm_14	5.0	7.0	
lightdock	luciferin_score	12.31888	2UUY_rec	2UUY_lig	swarm_14	6.0	5.0	
lightdock	luciferin_score	12.15613	2UUY_rec	2UUY_lig	swarm_14	7.0	7.0	
lightdock	luciferin_score	12.12925	2UUY_rec	2UUY_lig	swarm_14	8.0	15.0	
lightdock	luciferin_score	11.81023	2UUY_rec	2UUY_lig	swarm_14	9.0	2.0	
lightdock	luciferin_score	11.53245	2UUY_rec	2UUY_lig	swarm_14	10.0	5.0	
lightdock	luciferin_score	11.41689	2UUY_rec	2UUY_lig	swarm_14	11.0	2.0	
lightdock	luciferin_score	11.083	2UUY_rec	2UUY_lig	swarm_14	12.0	3.0	
lightdock	luciferin_score	10.51627	2UUY_rec	2UUY_lig	swarm_14	13.0	1.0	
lightdock	luciferin_score	10.42645	2UUY_rec	2UUY_lig	swarm_14	14.0	3.0	
lightdock	luciferin_score	10.20799	2UUY_rec	2UUY_lig	swarm_14	15.0	2.0	
lightdock	luciferin_score	10.04815	2UUY_rec	2UUY_lig	swarm_14	16.0	2.0	
lightdock	luciferin_score	9.74905	2UUY_rec	2UUY_lig	swarm_14	17.0	6.0	
lightdock	luciferin_score	9.55817	2UUY_rec	2UUY_lig	swarm_14	18.0	8.0	
lightdock	luciferin_score	9.48526	2UUY_rec	2UUY_lig	swarm_14	19.0	2.0	
lightdock	luciferin_score	9.02605	2UUY_rec	2UUY_lig	swarm_14	20.0	1.0	
lightdock	luciferin_score	9.01478	2UUY_rec	2UUY_lig	swarm_14	21.0	4.0	
lightdock	luciferin_score	8.91398	2UUY_rec	2UUY_lig	swarm_14	22.0	1.0	
lightdock	luciferin_score	8.58397	2UUY_rec	2UUY_lig	swarm_14	23.0	3.0	
lightdock	luciferin_score	8.08036	2UUY_rec	2UUY_lig	swarm_14	24.0	3.0	
lightdock	luciferin_score	8.00167	2UUY_rec	2UUY_lig	swarm_14	25.0	5.0	
lightdock	luciferin_score	7.97121	2UUY_rec	2UUY_lig	swarm_14	26.0	3.0	
lightdock	luciferin_score	7.90378	2UUY_rec	2UUY_lig	swarm_14	27.0	1.0	
lightdock	luciferin_score	7.86497	2UUY_rec	2UUY_lig	swarm_14	28.0	1.0	
lightdock	luciferin_score	7.7309	2UUY_rec	2UUY_lig	swarm_14	29.0	2.0	
lightdock	luciferin_score	7.47553	2UUY_rec	2UUY_lig	swarm_14	30.0	3.0	
lightdock	luciferin_score	7.47535	2UUY_rec	2UUY_lig	swarm_14	31.0	1.0	
lightdock	luciferin_score	7.31145	2UUY_rec	2UUY_lig	swarm_14	32.0	4.0	
lightdock	luciferin_score	6.57689	2UUY_rec	2UUY_lig	swarm_14	33.0	1.0	
lightdock	luciferin_score	6.40204	2UUY_rec	2UUY_lig	swarm_14	34.0	2.0	
lightdock	luciferin_score	6.33761	2UUY_rec	2UUY_lig	swarm_14	35.0	2.0	
lightdock	luciferin_score	5.95829	2UUY_rec	2UUY_lig	swarm_14	36.0	1.0	
lightdock	luciferin_score	5.20286	2UUY_rec	2UUY_lig	swarm_14	37.0	1.0	
lightdock	luciferin_score	4.11424	2UUY_rec	2UUY_lig	swarm_14	38.0	2.0	
lightdock	luciferin_score	3.8172	2UUY_rec	2UUY_lig	swarm_14	39.0	5.0	
lightdock	luciferin_score	3.25569	2UUY_rec	2UUY_lig	swarm_14	40.0	2.0	
lightdock	luciferin_score	2.03366	2UUY_rec	2UUY_lig	swarm_14	41.0	3.0	
lightdock	luciferin_score	1.46612	2UUY_rec	2UUY_lig	swarm_14	42.0	1.0	
lightdock	luciferin_score	0.89881	2UUY_rec	2UUY_lig	swarm_14	43.0	2.0	
lightdock	luciferin_score	-0.06622	2UUY_rec	2UUY_lig	swarm_14	44.0	4.0	
lightdock	luciferin_score	-0.3762	2UUY_rec	2UUY_lig	swarm_14	45.0	1.0	
lightdock	luciferin_score	-1.79867	2UUY_rec	2UUY_lig	swarm_14	46.0	3.0	
lightdock	luciferin_score	-2.25516	2UUY_rec	2UUY_lig	swarm_14	47.0	3.0	
lightdock	luciferin_score	-2.3662	2UUY_rec	2UUY_lig	swarm_14	48.0	1.0	
lightdock	luciferin_score	-3.34027	2UUY_rec	2UUY_lig	swarm_14	49.0	3.0	
lightdock	luciferin_score	-5.20212	2UUY_rec	2UUY_lig	swarm_14	50.0	7.0	
lightdock	luciferin_score	-6.89842	2UUY_rec	2UUY_lig	swarm_14	51.0	6.0	
lightdock	luciferin_score	-9.63464	2UUY_rec	2UUY_lig	swarm_14	52.0	3.0	
lightdock	luciferin_score	-12.37176	2UUY_rec	2UUY_lig	swarm_14	53.0	2.0	
lightdock	luciferin_score	-16.3111	2UUY_rec	2UUY_lig	swarm_14	54.0	1.0	
lightdock	luciferin_score	-16.86895	2UUY_rec	2UUY_lig	swarm_14	55.0	1.0	
