model	score_type	score_value	proteinA	proteinB	run_id	pose_id	output_path	label
LightDock	lrmsd	9.520090442203166	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_010	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_010.pdb	
LightDock	lrmsd	12.54218599624652	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_011	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_011.pdb	
LightDock	lrmsd	8.827567790483549	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_012	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_012.pdb	
LightDock	lrmsd	5.994140048272997	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_013	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_013.pdb	
LightDock	lrmsd	8.225681370764274	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_014	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_014.pdb	
LightDock	lrmsd	8.410973159524772	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_015	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_015.pdb	
LightDock	lrmsd	5.088145869496087	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_016	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_016.pdb	
LightDock	lrmsd	7.860419821647942	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_017	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_017.pdb	
LightDock	lrmsd	6.644519765006408	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_018	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_018.pdb	
LightDock	lrmsd	10.810894392968585	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_019	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_019.pdb	
LightDock	lrmsd	8.58652968546314	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_020	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_020.pdb	
LightDock	lrmsd	7.793010627131075	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_021	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_021.pdb	
LightDock	lrmsd	8.234545173443559	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_022	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_022.pdb	
LightDock	lrmsd	9.057805046015416	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_023	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_023.pdb	
LightDock	lrmsd	10.04203549922445	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_024	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_024.pdb	
LightDock	lrmsd	6.000719428326547	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_025	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_025.pdb	
LightDock	lrmsd	5.8960309184468205	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_026	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_026.pdb	
LightDock	lrmsd	11.261698038506324	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_027	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_027.pdb	
LightDock	lrmsd	7.469157819488173	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_028	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_028.pdb	
LightDock	lrmsd	4.957894768507815	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_029	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_029.pdb	
LightDock	lrmsd	9.609531773457762	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_030	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_030.pdb	
LightDock	lrmsd	9.658424515081718	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_031	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_031.pdb	
LightDock	lrmsd	4.673211856858234	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_032	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_032.pdb	
LightDock	lrmsd	9.073704288659016	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_033	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_033.pdb	
LightDock	lrmsd	10.338957731070934	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_034	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_034.pdb	
LightDock	lrmsd	9.435966129265658	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_035	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_035.pdb	
LightDock	lrmsd	10.079953709403489	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_036	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_036.pdb	
LightDock	lrmsd	4.989327254773127	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_037	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_037.pdb	
LightDock	lrmsd	9.32760038749049	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_038	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_038.pdb	
LightDock	lrmsd	7.743450601323883	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_039	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_039.pdb	
LightDock	lrmsd	7.293024603188388	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_040	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_040.pdb	
LightDock	lrmsd	10.676389023549316	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_041	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_041.pdb	
LightDock	lrmsd	12.198186276685576	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_042	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_042.pdb	
LightDock	lrmsd	12.985925136500898	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_043	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_043.pdb	
LightDock	lrmsd	11.787019678764763	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_044	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_044.pdb	
LightDock	lrmsd	8.225664545924541	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_045	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_045.pdb	
LightDock	lrmsd	9.381800407565859	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_046	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_046.pdb	
LightDock	lrmsd	10.41705717946061	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_047	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_047.pdb	
LightDock	lrmsd	8.802944873248656	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_048	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_048.pdb	
LightDock	lrmsd	8.826910469778861	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_049	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_049.pdb	
LightDock	lrmsd	10.559382829690456	3HFM_H	3HFM_Y	lightdock_3HFM_H_3HFM_Y_demo	lightdock_3HFM_H_3HFM_Y_pose_050	/demo/lightdock/3HFM_H_vs_3HFM_Y/lightdock_3HFM_H_3HFM_Y_pose_050.pdb	
Rosetta	dockq	0.5146645618576661	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_001	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_001.pdb	
Rosetta	dockq	0.4543641757263705	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_002	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_002.pdb	
Rosetta	dockq	0.48269742407477273	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_003	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_003.pdb	
Rosetta	dockq	0.5770519339960368	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_004	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_004.pdb	
Rosetta	dockq	0.5202693962079961	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_005	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_005.pdb	
Rosetta	dockq	0.5506188979181504	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_006	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_006.pdb	
Rosetta	dockq	0.5803071317981972	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_007	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_007.pdb	
Rosetta	dockq	0.48626426833921516	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_008	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_008.pdb	
Rosetta	dockq	0.5880623347266826	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_009	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_009.pdb	
Rosetta	dockq	0.5540958343112555	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_010	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_010.pdb	
Rosetta	dockq	0.40886682217796694	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_011	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_011.pdb	
Rosetta	dockq	0.649807431206762	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_012	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_012.pdb	
Rosetta	dockq	0.47493297306187754	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_013	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_013.pdb	
Rosetta	dockq	0.3710414191133335	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_014	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_014.pdb	
Rosetta	dockq	0.4259460661372328	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_015	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_015.pdb	
Rosetta	dockq	0.42810593553895104	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_016	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_016.pdb	
Rosetta	dockq	0.524695598679178	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_017	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_017.pdb	
Rosetta	dockq	0.4953534545008387	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_018	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_018.pdb	
Rosetta	dockq	0.48968512291234667	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_019	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_019.pdb	
Rosetta	dockq	0.5757731768934231	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_020	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_020.pdb	
Rosetta	dockq	0.5505887825073433	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_021	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_021.pdb	
Rosetta	dockq	0.5484443083579857	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_022	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_022.pdb	
Rosetta	dockq	0.5568845611595824	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_023	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_023.pdb	
Rosetta	dockq	0.5754521201202014	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_024	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_024.pdb	
Rosetta	dockq	0.33028419924003016	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_025	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_025.pdb	
Rosetta	dockq	0.4872005572961985	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_026	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_026.pdb	
Rosetta	dockq	0.32378109419594736	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_027	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_027.pdb	
Rosetta	dockq	0.5232453934118017	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_028	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_028.pdb	
Rosetta	dockq	0.519583032499809	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_029	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_029.pdb	
Rosetta	dockq	0.6140979047310713	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_030	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_030.pdb	
Rosetta	dockq	0.6268870953449008	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_031	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_031.pdb	
Rosetta	dockq	0.538249754342713	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_032	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_032.pdb	
Rosetta	dockq	0.47496750303427904	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_033	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_033.pdb	
Rosetta	dockq	0.5636645001291164	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_034	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_034.pdb	
Rosetta	dockq	0.4724874126408118	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_035	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_035.pdb	
Rosetta	dockq	0.5198746613700986	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_036	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_036.pdb	
Rosetta	dockq	0.6087522685264691	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_037	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_037.pdb	
Rosetta	dockq	0.4698005788609519	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_038	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_038.pdb	
Rosetta	dockq	0.5925110775318251	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_039	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_039.pdb	
Rosetta	dockq	0.5809661231823072	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_040	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_040.pdb	
Rosetta	dockq	0.4340687364582261	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_041	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_041.pdb	
Rosetta	dockq	0.6076504715395661	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_042	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_042.pdb	
Rosetta	dockq	0.5828709710834354	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_043	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_043.pdb	
Rosetta	dockq	0.5291733298635392	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_044	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_044.pdb	
Rosetta	dockq	0.4513908887775113	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_045	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_045.pdb	
Rosetta	dockq	0.4426714583281987	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_046	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_046.pdb	
Rosetta	dockq	0.471610368078728	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_047	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_047.pdb	
Rosetta	dockq	0.5688335016962764	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_048	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_048.pdb	
Rosetta	dockq	0.4339937349338742	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_049	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_049.pdb	
Rosetta	dockq	0.5593761023757883	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_050	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_050.pdb	
Rosetta	fnat	0.3382420024009447	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_001	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_001.pdb	
Rosetta	fnat	0.4316338274005036	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_002	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_002.pdb	
Rosetta	fnat	0.4598682979116608	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_003	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_003.pdb	
Rosetta	fnat	0.6700617130553025	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_004	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_004.pdb	
Rosetta	fnat	0.32604159100316693	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_005	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_005.pdb	
Rosetta	fnat	0.582481310984112	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_006	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_006.pdb	
Rosetta	fnat	0.46348581725885524	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_007	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_007.pdb	
Rosetta	fnat	0.4870054726214367	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_008	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_008.pdb	
Rosetta	fnat	0.46065131220493843	3HFM_H	3HFM_Y	rosetta_3HFM_H_3HFM_Y_demo	rosetta_3HFM_H_3HFM_Y_pose_009	/demo/rosetta/3HFM_H_vs_3HFM_Y/rosetta_3HFM_H_3HFM_Y_pose_009.pdb	
